1 0.612982179154642 8.5 15
1 2.43037858903699 1.5 30
1 1.69894632618525 3 15
1 1.00098862104642 9.25 90
1 1.86156014965672 9.5 180
1 1.66438322875183 5.5 1
1 0.830328780633863 1.5 180
1 0.571835922120954 3.5 1
1 0.937440060137305 4.5 90
1 2.71671011064609 0.5 90
1 1.20087783511553 4 365
1 1.2206408981292 4.5 7
1 1.05943589736125 7.5 365
1 0.516590268642176 0.5 365
1 0.586660106055206 5.5 90
1 0.95525244550663 1 180
0 2.590511351038 1 365
1 4.80457422128529 6 365
1 0.957792069602874 2.5 1
1 1.8311447326123 2.5 30
1 2.64065149372618 3.5 365
1 1.46704269484326 5 90
1 1.12904568636441 6 30
1 1.44700070486579 9 90
1 0.923458996374393 6 7
1 1.65752838700428 6 180
1 1.18097319554363 7 30
1 0.825430653887452 4.5 365
1 0.54630384023767 3 180
1 0.642284001398366 3.5 180
1 2.70538851298625 9 15
1 0.799086846207501 7.5 1
1 1.34103984822286 7 365
1 0.552329447775264 3.5 30
1 0.867440256348345 2 15
1 0.956599385099253 8 7
1 1.17412831546972 5 365
1 0.997684664602275 3 7
1 1.5399694206717 2.5 90
1 1.60816646265448 5 1
1 1.0969108233694 7.5 180
1 0.607448316251975 1 15
1 0.751025977326208 6.5 15
1 0.630407266580733 9.25 180
1 0.851140536629828 2 365
1 2.09443911981361 2.5 7
1 1.92587243921298 0.5 180
1 0.865372151674819 4.5 30
1 0.601542550706654 1.5 90
1 1.22446014497837 8 1
1 2.67732224066276 9 365
1 2.10464440585929 8 15
1 1.7548093017831 7.5 30
1 5.27145692557679 9.25 15
1 5.21327257715166 7 90
1 1.79809852704056 9.5 15
1 2.01541282853577 3 90
1 2.41673441109015 2.5 30
1 4.52232064830605 3.5 15
1 1.48867311963113 8.5 90
1 2.20417032053229 6.5 180
0 2.56285562057747 0.5 365
1 2.70827015466057 6.5 15
1 4.25012112493278 5.5 30
1 2.56805742756114 9.25 90
1 6.70640188729158 4.5 365
1 2.24255930594518 5 30
1 2.26803886261769 6 365
1 2.87623339908896 1 30
1 5.43605312291766 3 30
1 3.71611391933402 1.5 90
1 1.88936409782036 8.5 1
1 4.35023840106442 7 15
1 1.94300109124742 6.5 30
1 2.64709186929394 1 7
1 2.32177215226693 4.5 1
1 2.08040492711007 1.5 15
0 2.59730280027725 1 365
1 1.90566261005006 1.5 1
1 2.5937827056332 6.5 90
1 3.94575474047451 4 90
1 6.76561470341403 8 365
1 5.70430540695088 9.5 90
1 4.31572903631604 9 15
1 3.53120948350988 8.5 15
1 2.40952638260205 8 180
1 3.26087520885631 9.25 180
1 3.06870297444402 5.5 7
1 2.79618346993811 8.5 30
1 7.13209878964699 2.5 180
1 3.65389509146917 5 30
1 1.46571628234233 5 7
1 2.11138151868363 9.5 365
1 1.5277292355604 4 1
1 2.52142832346726 7.5 15
1 2.26237489416962 9 90
1 2.92010704273707 9.25 365
1 3.55187634236063 5 90
0 4.45454199676169 0.5 30
1 4.07113875562209 2 180
1 1.88705117735662 3 1
1 1.27624245514744 7 30
1 1.82046339914086 2 30
1 1.28569246488041 8 7
1 1.12468850892037 9 15
1 5.02378637334914 5 180
0 1.79122195069794 1.5 180
1 1.55973912478657 5.5 15
1 2.4341510462109 0.5 30
1 1.16036852169782 1 7
1 1.31046172376955 8.5 7
1 5.13461939600529 8 365
