1 0.607448316251975 1 15
1 0.770988877644413 6.5 180
1 0.95525244550663 1 180
1 1.2140332870913 9 30
1 0.630102077018819 9.5 7
1 0.681535728464951 5.5 180
1 0.824790993443457 1.5 7
1 0.612982179154642 8.5 15
1 0.657088865700644 8.5 7
1 1.00098862104642 9.25 90
1 3.55187634236063 5 90
1 5.70430540695088 9.5 90
1 1.94300109124742 6.5 30
1 7.7515962079342 2 15
1 4.31572903631604 9 15
1 1.78096263014595 3.5 90
1 4.64412872298271 2.5 1
1 2.63225168630015 3.5 1
1 2.37375762028387 7.5 90
1 4.35023840106442 7 15
1 1.11921834034729 0.5 7
1 5.02378637334914 5 180
1 0.971600464254152 9 30
1 1.47434671770316 2 7
0 4.3739930781594 4.5 180
1 1.07175004039891 9 1
1 1.29642028620583 5 1
1 1.01291576799122 5.5 90
1 1.39300901532988 6 30
1 0.967876306152902 7.5 1
1 2.12098246291862 2.5 15
1 1.33157293381919 8.5 15
1 1.47881709605099 8 30
1 1.13023806900492 8 180
1 2.29204590220252 5 30
1 1.64000156971815 3.5 15
0 1.70766158671358 4 365
0 1.68046801773198 0.5 365
1 1.26533411618038 6.5 1
1 2.40813235145288 4.5 180
1 2.21131733280526 5 365
1 1.4293028939328 7.5 7
1 1.58556281778965 9.25 90
0 2.12620972951527 1.5 365
1 1.99872582201215 3.5 1
0 2.47374668097927 2 180
0 2.14110411854381 1 180
0 3.10390029474229 3 365
1 2.29032512216509 7.5 365
1 1.42622053633204 9 15
1 0.99063003929723 7.5 1
1 1.82694733079916 9.5 365
1 1.20402364949132 3 15
1 0.852180115760348 8 180
1 1.30594340471271 6 15
0 1.96882073127927 0.5 30
1 1.28258219695408 5.5 1
0 2.58235000063405 5.5 90
1 1.54507572944703 6 180
1 1.40106963655762 8 1
1 1.57271167990984 1 90
1 0.567764075036393 6 15
1 1.68309760515695 4 180
1 2.21819963931921 9.5 365
1 1.84948595019523 9 180
1 1.48267523245886 5 180
1 0.959485787170706 2 30
1 0.981003189517651 6 1
1 0.895546068873955 7.5 15
1 1.39536977835814 4 90
1 1.60739200550597 6 15
0 2.07358468009625 3 90
0 1.66808423545444 3 365
0 3.2087693051435 5.5 180
1 5.11977218679385 1.5 1
0 4.3816076485673 1 180
1 4.01673612633021 9.25 7
0 3.48654305806849 4.5 365
1 1.97511526802555 3.5 1
1 2.33481610548915 4.5 1
1 1.89175371010788 6 7
1 1.62023223255528 8 7
1 1.67580901941983 6.5 1
1 3.09080077544786 8.5 15
0 3.26128998759668 7 365
0 7.91876660642447 6 180
1 5.6195792935905 5 90
1 2.35139978880761 3 30
1 3.37500339600956 6.5 90
1 1.50969507178525 6.5 15
1 1.53709254704882 9.25 15
1 1.64292329491582 6.5 30
1 2.34005018242169 6.5 180
1 2.70109855546616 5 7
1 1.18644953961484 8.5 1
1 1.35548978875158 9 30
1 2.18594421376474 6.5 7
1 1.24069328053156 8 7
1 2.56970176112372 7.5 1
1 1.30215829075314 5 30
0 1.81643676825024 3.5 30
1 1.14933309586377 6.5 1
1 1.554789378436 9.5 30
1 1.47603808983331 5 15
1 1.41393034976045 2.5 1
0 1.9837636727807 5.5 30
0 1.20876144649628 6 365
1 0.859538230956787 2 1
1 1.91324827670542 7 1
0 1.3673830521675 6 180
1 2.62275156631949 6 30
0 2.0643720596272 3.5 180
1 1.03809737993288 9.25 180
0 3.64813754361239 3 90
1 1.38962838414591 6 180
1 1.58277686295332 8.5 7
0 2.08472225785954 0.5 7
1 2.28587901996798 1 30
1 1.68819344975054 7 7
1 1.31477060218458 6 15
0 1.63345332590734 7.5 365
0 2.21597033240187 4.5 365
0 1.89708259564304 5 7
0 1.2879510852913 3 30
0 1.65564727314995 0.5 90
0 1.51115991312236 4 180
0 2.05110778049993 8.5 90
0 1.14799476560711 1.5 90
1 1.14875728445486 6 1
0 1.11953464012049 8 365
0 5.58370183882653 0.5 180
1 1.5526963614393 5 7
1 2.00935670395847 4 365
1 1.17361461403198 1.5 365
1 1.24316412114422 5 30
1 0.703958547470393 4 180
1 0.504777817550348 6 365
1 0.522169345000293 7 180
1 1.45797256322112 1 365
1 1.55719691308332 5 15
1 2.17056936857989 4 1
1 1.61560597759672 3 1
1 8.43336819909746 4 180
1 2.13467392965686 9 365
1 5.83017141581513 6 365
1 1.86582656769315 6.5 365
1 1.86416236881632 7 7
1 5.8028550685849 2 30
1 2.21298787544947 5 30
1 3.60517764184624 9.5 7
1 1.89198404323542 7 15
1 2.44461278623203 3.5 90
1 1.84881146979751 5.5 90
1 1.98018567910185 0.5 180
1 3.19971896079369 5 365
