1 0.72494570130948 6 1
0 5.67960014427081 0 1
1 1.00751502928324 5 15
1 1.44709639734356 5.5 15
1 2.06013932944597 2.5 7
1 1.23940732583605 5.5 7
1 0.547152274521068 8 15
0 1.72923319065012 6 90
1 5.01490379188908 0.5 7
1 1.98274436010979 9 15
0 1.3787946068087 2 30
1 1.56606056398596 8 1
1 1.32332640546019 9 15
1 1.24316412114422 5 30
1 1.54725850926479 9 1
1 2.00380836811382 2.5 90
1 1.67118623602437 6.5 1
1 5.05618067405885 2.5 90
1 1.96572710218606 9.5 30
1 1.23268114728853 8 365
1 1.47169337444939 8 90
1 1.38214661431266 2 365
1 0.533996235695668 8 365
1 2.05657914001495 9.25 90
0 4.49108115572017 7.5 90
1 1.3117346700019 4 7
1 1.77265269713234 4 1
0 1.71022539118712 2.5 15
1 2.06698614568086 6.5 90
1 3.9656431817275 7 180
1 2.18026258674217 6.5 365
1 1.67866300161404 7.5 15
1 1.40966524234773 8.5 180
1 1.6646965688069 9.25 30
0 1.18295406005927 7 90
1 2.20032149052713 9.25 365
0 2.02648417677847 1 180
1 3.03784921412125 4 90
0 2.75207533135836 6.5 365
0 1.93503755531856 1.5 30
1 3.0744398701645 9.5 7
1 1.73183790741405 9 365
0 1.57307841500642 7 365
1 1.63133068392926 3.5 1
1 1.18705374325145 4.5 90
1 1.16420437136549 9 365
1 2.15791191160679 8 30
1 1.71437601597472 4.5 90
1 1.73621074016592 2 15
1 3.48412400138295 1.5 90
1 2.23071809895555 8.5 365
1 6.8618135330471 3.5 90
1 2.10835374714225 4 1
1 1.66500669394736 2.5 15
1 1.38546988036251 9.5 7
0 3.06021061335923 1.5 180
1 1.3733779494396 2 15
0 3.28950661166618 0.5 15
0 2.79569294579414 8.5 15
1 1.98910306625317 7.5 180
0 2.74281419094859 1.5 90
1 1.56674288905378 5.5 15
1 1.77542906908093 9.5 1
1 1.67142190874802 5 1
1 2.48340490144619 9.5 90
1 1.84588952499325 3.5 1
0 2.71454514993093 1 365
1 2.07957472563794 7.5 90
1 2.42055854993669 6.5 30
1 1.26632162828901 6 1
0 1.77873168964288 2.5 180
1 3.05184933626151 4 15
1 1.8904976159829 1.5 1
1 3.53654252228444 7 180
1 1.18693261485896 9 90
1 1.20056510222093 9.25 7
1 3.20200834672869 4 7
1 0.664330186322331 7.5 1
1 1.39469492177886 1 7
1 0.735563944159367 5.5 30
0 4.16242757030705 1.5 90
1 3.26186594298633 2 15
0 3.29465631710809 2 365
1 1.09532066264364 8 1
1 1.07762530888431 9.5 90
1 4.52848218288182 4.5 15
1 3.11387318745983 4.5 7
0 1.86687535941382 1 365
1 1.78686176953397 2.5 15
1 1.76543311616979 2 1
1 2.13010117987869 3.5 15
1 1.20075714353879 3 90
0 3.55710242416535 0.5 180
1 2.32370848332539 5 7
1 2.31106069867928 7 30
1 2.69353377558582 9.25 7
1 2.02686451734417 9 15
1 1.9086401141758 7.5 180
1 1.85153169557452 9.25 180
1 2.47730484849308 3.5 15
1 7.31211681952118 3.5 365
1 2.936088741204 5.5 30
1 3.32831220375374 2.5 15
0 1.54267847246229 6 365
1 1.21315209172099 3.5 15
1 1.65128407147631 9.25 7
1 0.8688860553616 6.5 7
1 3.09918634690257 6.5 365
1 2.34825617285969 5.5 30
1 1.70716835436178 9.5 15
1 8.90197010668635 3 180
1 2.42323484610824 8.5 30
1 1.47381279045362 6 1
1 0.993830080435146 9.5 180
0 1.90069777234748 3 180
1 1.5929760903964 7 1
1 0.735118793367292 7 180
1 2.60773734164832 2 365
1 1.35713224865321 4 30
1 1.33164166903589 5.5 7
1 0.833380726486212 4.5 15
0 6.03814576205332 2.5 90
1 1.29784098476375 4 7
1 0.978109533836232 1.5 180
0 5.81261337136948 4.5 180
1 2.7804737862898 3 30
1 1.5939083015237 9.5 7
1 2.37915661068564 4.5 1
1 1.04191680212898 1.5 90
1 2.41037768456704 9 1
1 2.95555357663034 6.5 180
1 3.14700069581159 2.5 15
1 3.03006564162206 2.5 15
1 2.29709404909227 7.5 7
0 1.8689646012208 2 365
1 1.9317472080802 8.5 7
1 1.63163295031154 8.5 30
