1 0.767390900771716 9 1
1 3.62019413197413 5 180
1 1.89317549607949 2.5 15
0 1.68046801773198 0.5 365
1 1.83501040231522 5 1
0 2.58235000063405 5.5 90
0 3.46178480845992 0.5 7
0 3.35801732353866 0 1
1 1.65140033216449 4 7
1 1.65624862269033 9.5 7
1 1.96527479891756 8 7
1 1.09967141557718 9.5 15
0 1.72275859154342 9.5 30
1 0.494501925189979 5.5 180
1 2.75725879607489 3.5 90
1 3.87299533159239 6.5 15
1 2.21170342667028 9.5 7
1 6.8783414158388 4.5 180
1 0.753182369109709 1 1
1 1.14106387377251 7.5 365
0 1.56548923015362 0.5 365
1 2.64917340961983 4 30
1 0.528059093747288 4.5 7
1 3.31769475399051 3.5 180
0 1.58293750876328 4.5 365
0 3.29598470132623 4 365
1 2.00898878100452 5.5 90
0 1.39425330207996 3.5 365
1 2.09449404335101 5 180
1 1.37282438008697 6 30
1 1.55077407363569 1 7
1 1.31571354657353 5.5 1
0 3.94166622644116 4.5 90
1 1.45004324273759 6 1
0 5.21608931700757 4.5 7
1 3.48968106028042 8 1
1 3.46537094420637 9.5 30
1 2.87151389611699 9.5 180
0 1.28750538831446 1.5 365
1 2.23010649274511 9 7
1 5.19740671847831 9.25 1
1 1.66009875860436 5 90
0 2.40791319454411 9.25 365
0 1.69852582263047 1 365
1 0.801374711525568 5.5 90
1 0.752404009428574 8.5 90
0 3.17512840751442 3 180
1 1.86537527488872 9 365
1 1.57839077128847 7.5 1
1 1.07534145056707 6.5 1
0 2.49607103560629 3.5 365
1 1.85338658286491 3 7
1 1.80019138439093 6 1
1 1.98376402366557 9.25 30
1 1.34774059266783 3 365
1 2.97416944761062 7.5 365
1 4.38815922335289 1 30
1 2.20307754538999 2.5 1
0 1.98359799619902 3 180
1 1.26415389375643 0.5 7
1 2.61124016089707 4.5 365
0 2.0386814281519 2 30
1 3.58975939529637 5.5 30
0 3.42617385542599 1 90
1 2.01284875305646 5 90
1 2.3540220273826 4 1
1 0.640784137338869 7 30
1 0.93857369475154 3 7
1 3.53715369858583 7.5 180
1 1.21410823579208 6 7
1 1.70486993139639 8.5 30
1 3.58305598949664 5 1
0 2.42642561419052 0 1
1 5.57802319875918 1.5 7
1 1.59099760768004 5.5 1
1 0.923648712898284 7.5 30
1 0.988431403622599 8.5 1
1 0.664786313165678 7.5 30
1 1.3711728437047 7 7
1 0.907990925816193 9.5 15
0 1.78769793173706 1.5 365
1 1.41390620023594 6 30
1 1.13068661715624 9 1
1 1.35379749778076 9.5 7
1 1.06128774600802 2.5 7
1 1.30706662420334 1.5 365
1 2.45398400391241 5 7
0 1.61354731886695 2.5 90
1 1.62366023749701 1.5 30
1 1.50815011498116 4.5 15
1 1.70901291207156 7 365
1 2.87752217668094 8.5 365
1 5.03293070274231 8.5 180
0 2.69715381074093 4 30
0 2.12305070675575 4.5 365
1 1.68562174073304 9 180
1 4.87221098947293 8.5 180
1 1.63678128096217 9 7
1 1.71876643279393 3.5 15
1 2.25984428571246 2 1
1 1.72617753190571 9.25 1
1 1.98509961862874 1.5 1
0 2.57973232981749 2.5 180
0 1.52792505503021 3 365
